Product ID,Product Name,Category,Warehouse,Location,Quantity,Price,Supplier,Status,Last Restocked
1461,Gadget Z,Toys, Warehouse 2,Aisle 4,200.0,28.08583858764187,Supplier B,In Stock,2023-01-15 00:00:00.000000
1038,Gadget Z,Toys,Warehouse 2,Aisle 3,-25,28.08583858764187,Supplier B,Low Stock,2024-06-17 12:40:01.374181
1340,Gadget Y,Clothing,Warehouse 2,Aisle 1,161.40142517814726,19.99,Supplier B,Low Stock,2023-03-05 00:00:00.000000
1655,Gadget Y,Furniture,Warehouse 3,Aisle 2,161.40142517814726,49.99,Supplier D,Out of Stock,2023-04-25 00:00:00.000000
1153,Gadget X,Toys,Warehouse 1,Aisle 4,100.0,not available,Supplier D,Out of Stock,01-15-23
1564,Gadget Y,Toys,Warehouse 3,Aisle 3,150.0,28.08583858764187,Supplier C,in stock,2023-03-05 00:00:00.000000
1284,Widget A,Clothing,Warehouse 1,Aisle 5,150.0,49.99,Supplier A,Out of Stock,2023-04-25 00:00:00.000000
1669,Widget B,Furniture,Warehouse 2,Aisle 4,150.0,19.99,Supplier C,low stock,2024-06-17 12:40:01.374181
1970,Gadget Y,Clothing,Warehouse 1,Aisle 4,150.0,19.99,Supplier C,In Stock,2023-01-15 00:00:00.000000
1040,Widget B,Clothing,Warehouse 2,Aisle 1,300.0,,Supplier C,Low Stock,2022-12-20 00:00:00.000000
1284,Widget A,Clothing,Warehouse 2,Aisle 2,many,19.99,Supplier B,Out of Stock,2022-12-20 00:00:00.000000
1075,Widget B,Furniture,Warehouse 3,Aisle 4,100.0,29.99,Supplier A,In Stock,2023/01/15
1791,Widget C,Toys,Warehouse 2,Aisle 4,161.40142517814726,28.08583858764187,Supplier C,Discontinued,01-15-23
1349,Widget B, Furniture ,Warehouse 3,Aisle 4,,28.08583858764187,Supplier A,In Stock,2022-12-20 00:00:00.000000
1950,Widget C,Furniture,Warehouse 1,Aisle 2,fifty,9.99,Supplier D,Low Stock,2024-06-17 12:40:01.374181
1828,Widget A,Clothing,Warehouse 1,Aisle 5,100.0,28.08583858764187,Supplier D,In Stock,2023-04-25 00:00:00.000000
1255, Widget B ,Clothing,Warehouse 2,Aisle 4,150.0,9.99,Supplier B,In Stock,2023-04-25 00:00:00.000000
1027,Widget A,Clothing,Warehouse 1,Aisle 2,-50,1197.59,Supplier C,Low Stock,2022-12-20 00:00:00.000000
1574, gadget z ,Furniture,Warehouse 3,Aisle 1,100.0,49.99,Supplier A,Out of Stock,2023-04-25 00:00:00.000000
1267,Gadget Y,Clothing,Warehouse 3,Aisle 3,300.0,9.99,Supplier A,In Stock,2023-03-05 00:00:00.000000
1958,Widget C,Furniture,Warehouse 2,Aisle 3,many,29.99,Supplier A,Out of Stock,2022-12-20 00:00:00.000000
1573,Widget B,Electronics,Warehouse 2,Aisle 3,NA,28.08583858764187,Supplier A,In Stock,2024-06-17 12:40:01.374181
1957,Gadget Y,Electronics,Warehouse 2,Aisle 3,310,29.99,Supplier A,Out of Stock,2023-04-25 00:00:00.000000
1829,Gadget Z,Clothing,Warehouse 3 ,Aisle 8,150.0,49.99,Supplier A,Out of Stock,2022-12-20 00:00:00.000000
1560,Gadget Z,Electronics,Warehouse 1,Aisle 4,150.0,49.99,Supplier C,discontinued,2024-06-17 12:40:01.374181
1408, widget c ,Electronics,Warehouse 1,Aisle 3,15,29.99,Supplier C,In Stock,2023-04-25 00:00:00.000000
1524,Gadget Z,clothing,Warehouse 1,Aisle 2,-300,TBD,Supplier C,Low Stock,2024-06-17 12:40:01.374181
1758,Widget B, CLOTHING,Warehouse 1,Aisle 5,many,19.99,Supplier B,Low Stock,2024-06-17 12:40:01.374181
1152,Widget C,Furniture,Warehouse 3,Aisle 2,50.0,49.1,Supplier D,Low Stock,2024-06-17 12:40:01.374181
1742,Gadget Z,toys,Warehouse 3,Aisle 5,fifty,29.99,Supplier A,Out of Stock,unknown
1815,Gadget Y,Toys,Warehouse 2,Aisle 5,300.0,28.08583858764187,Supplier C,Low Stock,2022-12-20 00:00:00.000000
1776,Gadget Y,Toys,Warehouse 3,Aisle 4,300.0,49.99,Supplier C,NA,2023-03-05 00:00:00.000000
1833,Widget B,Electronics,Warehouse 1,Aisle 5,100.0,28.08583858764187,Supplier A,In Stock,2023-03-05 00:00:00.000000
1766,Gadget Y,Clothing,Warehouse 1,Aisle 4,200.0,49.99,Supplier C,Out of Stock,2023-01-15 00:00:00.000000
1079,Gadget X,Clothing,Warehouse 2,Aisle 3,161.40142517814726,49.99,Supplier B,Out of Stock,2023-04-25 00:00:00.000000
1563,Gadget X,Furniture,Warehouse 1,Aisle 2,150.0,49.99,Supplier C,In Stock,2022-12-20 00:00:00.000000
1240,Gadget X,Electronics,Warehouse 3,Aisle 3,150.0,49.99,Supplier A,Low Stock,2023-04-25 00:00:00.000000
1046,Widget C, furniture ,Warehouse 3,Aisle 1,161.40142517814726,9.99,Supplier A,Out of Stock,2024-06-17 12:40:01.374181
1053,Gadget X,Clothing,Warehouse 3,Aisle 4,300.0,49.99,Supplier A,In Stock,2023-03-05 00:00:00.000000
1397,Gadget Z,Electronics,Warehouse 2,Aisle 2,50.0,9.99,Supplier A,Out of Stock,2023-03-05 00:00:00.000000
1913,Widget C,Electronics,Warehouse 3,Aisle 4,150.0,29.99,Supplier B,In Stock,2023-01-15 00:00:00.000000
1000, Gadget Y,Furniture,Warehouse 1,Aisle 2,100.0,49.99,Supplier C,Low Stock,2023-01-15 00:00:00.000000
1592,Widget B,Furniture,Warehouse 2,Aisle 2,300.0,666.2,Supplier D,OUT OF STOCK,2022-12-20 00:00:00.000000
1431,Gadget X,Furniture,Warehouse 1,Aisle 2,161.40142517814726,9.99,Supplier A,Out of Stock,2024-06-17 12:40:01.374181
1683,Gadget Z,Clothing,Warehouse 3,Aisle 5,300.0,28.08583858764187,Supplier D,Low Stock,2022-12-20 00:00:00.000000
1681,Gadget Z,Clothing,Warehouse 2,Aisle 3,100.0,9.99,Supplier A,Low Stock,2022-12-20 00:00:00.000000
1569,Gadget Y,Electronics,Warehouse 1,Aisle 4,-50,29.99,Supplier D,Out of Stock,2023-04-25 00:00:00.000000
1324,Gadget Y,Toys,Warehouse 1,Aisle 6,-300,TBD,Supplier B,Low Stock,2023-03-05 00:00:00.000000
1537,Widget A,toys,Warehouse 1,Aisle 4,300.0,28.08583858764187,Supplier B,Out of Stock,2023-01-15 00:00:00.000000
1884,Gadget Z,Clothing,Warehouse 2,Aisle 4,200.0,9.99,Supplier B,in stock,2023-03-05 00:00:00.000000
1123, GADGET X,Clothing,Warehouse 2,Aisle 4,200.0,29.99,Supplier C,Low Stock,2022-12-20 00:00:00.000000
1455,Widget A,Furniture,Warehouse 2,Aisle 3,50.0,19.99,Supplier A,In Stock,2023-03-05 00:00:00.000000
1663,Widget A,Furniture,Warehouse 2,Aisle 5,50.0,49.99,Supplier C,Low Stock,2023-03-05 00:00:00.000000
1379,Gadget Y,Clothing,Warehouse 3 ,Aisle 2,few,9.99,Supplier A,In Stock,2023-04-25 00:00:00.000000
1935,Widget A,Furniture,Warehouse 2,Aisle 3,161.40142517814726,19.99,Supplier B,In Stock,25/04/2023
1953,Widget C,Electronics,Warehouse 1,Aisle 3,many,49.99,Supplier B,Low Stock,2023-03-05 00:00:00.000000
1509,Gadget X,Toys,Warehouse 3,Aisle 2,300.0,29.99,Supplier D,Low Stock,missing
1181,Widget C,Electronics,Warehouse 2,Aisle 1,50.0,29.99,Supplier A,In Stock,05-Mar-2023
1454,Gadget Z,Toys ,Warehouse 1,Aisle 3,150.0,28.08583858764187,Supplier C,In Stock,17/06/2024
1459,Gadget X, Clothing ,Warehouse 1,Aisle 3,50.0,28.08583858764187,Supplier B,Out of Stock,2024-06-17 12:40:01.374181
1709,Gadget X,Furniture,Warehouse 2,Aisle 2,100.0,19.99,Supplier B,Out of Stock,2023-04-25 00:00:00.000000
1172,Widget C,Toys,Warehouse 1,Aisle 2,150.0,9.99,Supplier C,In Stock,None
1166,Gadget Y,Clothing,Warehouse 2,Aisle 1,100.0,28.08583858764187,Supplier B,Out of Stock,2023-04-25 00:00:00.000000
1565,Widget A,Toys,Warehouse 1,Aisle 3,300.0,19.99,Supplier B,Out of Stock,2024-06-17 12:40:01.374181
1207,Gadget Z,Toys,Warehouse 3,Aisle 3,300.0,49.99,Supplier D,Low Stock,2023-04-25 00:00:00.000000
1007,Gadget Y,Furniture,Warehouse 1,Aisle 4,150.0,9.99,Supplier A,Low Stock,2023-04-25 00:00:00.000000
1985,Widget C,Electronics,Warehouse 3 ,Aisle 3,150.0,49.99,Supplier D,In Stock,2022-12-20 00:00:00.000000
1455,Widget A,Furniture,Warehouse 2,Aisle 3,50.0,20.61,Supplier A,In Stock,2023-03-05 00:00:00.000000
1115,Widget C,Toys,Warehouse 2,Aisle 4,100.0,28.08583858764187,Supplier C,Low Stock,2023-04-25 00:00:00.000000
1851,Gadget Y,Clothing,Warehouse 2,Aisle 4,50.0,49.99,Supplier D,Low Stock,2023-01-15 00:00:00.000000
1655, Widget A ,Clothing,Warehouse 3,Aisle 5,-300,50.91,Supplier C,Low Stock,15-Jan-2023
1573,Widget A,Electronics,Warehouse 2,Aisle 5,100.0,29.99,Supplier A,Out of Stock,2023-04-25 00:00:00.000000
1099,Widget B,Clothing,Warehouse 1,Aisle 4,150.0,9.99,Supplier C,In Stock,2023-04-25 00:00:00.000000
1166,Gadget Y,Furniture,Warehouse 2,Aisle 3,50.0,29.99,Supplier C,In Stock,2024-06-17 12:40:01.374181
1823,Gadget Y,Electronics, Warehouse 2,Aisle 3,300.0,19.99,Supplier B,Low Stock,2022-12-20 00:00:00.000000
1098,Widget B,Toys,Warehouse 2,Aisle 2,50.0,29.99,Supplier B,Out of Stock,2024-06-17 12:40:01.374181
1577,Gadget Y,Furniture,Warehouse 2,Aisle 2,,19.99,Supplier B,Out of Stock,2024-06-17 12:40:01.374181
1406,Widget A, TOYS ,Warehouse 1,Aisle 3,200.0,19.99,Supplier B,?,2022-12-20 00:00:00.000000
1836,Widget B,Electronics,Warehouse 1,Aisle 1,160,28.08583858764187,Supplier C,Low Stock,
1632,Widget C,Furniture,Warehouse 1,Aisle 5,150.0,28.08583858764187,Supplier B,Low Stock,2022-12-20 00:00:00.000000
1074,Widget B,Furniture,Warehouse 1,Aisle 3,200.0,9.99,Supplier D,Out of Stock,2023-01-15 00:00:00.000000
1284,Widget A,Clothing,Warehouse 1,Aisle 2,150.0,49.99,Supplier A,Out of Stock,2023-04-25 00:00:00.000000
1347,Widget A,Electronics,Warehouse 3,Aisle 5,200.0,29.99,Supplier B,Out of Stock,2023-01-15 00:00:00.000000
1603,Gadget Y,Furniture,Warehouse 2,Aisle 3,300.0,9.99,Supplier C,Low Stock,2023-03-05 00:00:00.000000
1600,Widget C,Clothing,Warehouse 2,missing,161.40142517814726,29.99,Supplier D,Low Stock,2022-12-20 00:00:00.000000
1504,Widget C,CLOTHING,Warehouse 3 ,Aisle 3,50.0,20.0,Supplier C,in stock,2022-12-20 00:00:00.000000
1969,Gadget Z,Toys, Warehouse 2,Aisle 4,100.0,28.08583858764187,Supplier B,Low Stock,2023-04-25 00:00:00.000000
1841,Widget B,Toys,Warehouse 1,Aisle 4,161.40142517814726,TBD,Supplier B,In Stock,17-Jun-2024
1098,Widget B,Electronics,Warehouse 2,Aisle 4,300.0,check system,Supplier C,Low Stock,2023-04-25 00:00:00.000000
1683,Gadget Z,Furniture,Warehouse 3 ,NA,161.40142517814726,29.99,Supplier A,In Stock,15-Jan-2023
1090,Gadget Z,Furniture,Warehouse 2,Aisle 2,few,?,Supplier A,Low Stock,2022-12-20 00:00:00.000000
1149,Widget C,Clothing,Warehouse 2,Aisle 1,50.0,19.99,Supplier B,In Stock,05-Mar-2023
1112,Widget B,Toys, Warehouse 2,Aisle 5,50.0,19.99,Supplier B,Out of Stock,unknown
1098,Widget C,Toys,Warehouse 1,Aisle 2,300.0,check system,Supplier D,unknown,06-17-24
1611,Gadget Y,Clothing,Warehouse 3,?,-100,28.08583858764187,Supplier A,Out of Stock,05-Mar-2023
1068,Gadget Z,Electronics,Warehouse 1,Aisle 3,300.0,49.99,Supplier C,Low Stock,2023-03-05 00:00:00.000000
1180,Widget A,Clothing,Warehouse 2,Aisle 2,300.0,28.08583858764187,Supplier B,Low Stock,2023-01-15 00:00:00.000000
1933,Gadget Y,Electronics,Warehouse 2,Aisle 3,100.0,9.99,Supplier D,Out of Stock,2023-01-15 00:00:00.000000
1792,Widget B,Toys,Warehouse 2,Aisle 1,161.40142517814726,unknown,Supplier B,Out of Stock,2024-06-17 12:40:01.374181
1282,Widget A,Furniture,Warehouse 2,Aisle 5,200.0,9.99,Supplier A,Out of Stock,2023-01-15 00:00:00.000000
1663, Widget A ,Toys,Warehouse 3,Aisle 3,161.40142517814726,28.08583858764187,Supplier A,Low Stock,2023-01-15 00:00:00.000000
1671,Widget B,Electronics,Warehouse 3,Aisle 3,200.0,29.99,Supplier B,Low Stock,2022-12-20 00:00:00.000000
1068,Gadget X,Furniture,Warehouse 3,Aisle 2,150.0,19.99,Supplier D,Out of Stock,2022-12-20 00:00:00.000000
1717,Gadget Y,Electronics,Warehouse 3,Aisle 3,300.0,19.99,Supplier A,Out of Stock,2024-06-17 12:40:01.374181
1413,Gadget Y,Electronics,Warehouse 3,Aisle 3,150.0,9.99,Supplier C,Out of Stock,2022-12-20 00:00:00.000000
1391,Gadget Z,Furniture,Warehouse 2,Aisle 3,161.40142517814726,9.99,Supplier B,In Stock,2022-12-20 00:00:00.000000
1224,Gadget Z,Furniture,Warehouse 3,?,few,29.99,Supplier C,In Stock,2023-03-05 00:00:00.000000
1498,Gadget X,Toys,Warehouse 2,Aisle 5,150.0,19.99,Supplier C,Low Stock,2023-01-15 00:00:00.000000
1074,Widget B,Furniture,Warehouse 1,Aisle 3,200.0,9.3,Supplier D,Out of Stock,2023-01-15 00:00:00.000000
1241,Widget C,Furniture,Warehouse 2,Aisle 2,,49.99,Supplier C,Low Stock,2022-12-20 00:00:00.000000
1821,Gadget Y,Toys,Warehouse 2,Aisle 2,many,49.99,Supplier D,Low Stock,17/06/2024
1962,Gadget Y,Clothing,Warehouse 2,Aisle 4,150.0,49.99,Supplier D,In Stock,2023-01-15 00:00:00.000000
1230,Widget B, Toys ,Warehouse 1,Aisle 1,50.0,49.99,Supplier A,Discontinued,unknown
1038,Gadget Y,Toys,Warehouse 3,Aisle 2,50.0,29.99,Supplier D,In Stock,20-Dec-2022
1912,Gadget Z,Toys,Warehouse 1,Aisle 3,161.40142517814726,49.99,Supplier C,In Stock,2023-01-15 00:00:00.000000
1690,Widget A,Toys,Warehouse 2,Aisle 2,150.0,9.99,Supplier B,Out of Stock,05-Mar-2023
1732,Widget B,Toys,Warehouse 1,,150.0,19.99,Supplier B,Low Stock,2022-12-20 00:00:00.000000
1744,Gadget Z,Furniture,Warehouse 1,Aisle 1,150.0,29.99,Supplier D,In Stock,2023-03-05 00:00:00.000000
1635,Gadget X,Electronics,Warehouse 1,Aisle 1,150.0,29.99,Supplier A,Low Stock,05/03/2023
1520,Gadget Y,Furniture,Warehouse 1,Aisle 8,150.0,19.99,Supplier B,In Stock,2022-12-20 00:00:00.000000
1102,Widget C,Electronics,Warehouse 3,Aisle 3,150.0,9.99,Supplier A,Low Stock,2024-06-17 12:40:01.374181
1783,Gadget Z,Electronics,Warehouse 1,Aisle 4,50.0,19.99,Supplier C,Out of Stock,12-20-22
1797,Widget B,Furniture,Warehouse 3,Aisle 1,100.0,49.99,Supplier C,Out of Stock,2023-04-25 00:00:00.000000
1417,Gadget X,Clothing,Warehouse 3,Aisle 4,161.40142517814726,506.96,Supplier D,In Stock,2022-12-20 00:00:00.000000
1014,Gadget Y,Clothing,Warehouse 2,Aisle 1,one hundred,19.99,Supplier D,Out of Stock,2023-01-15 00:00:00.000000
1020,Widget C,Clothing,Warehouse 1,Aisle 5,-13,9.99,Supplier D,Out of Stock,2022-12-20 00:00:00.000000
1015,Widget C,Electronics,Warehouse 2,None,161.40142517814726,49.99,Supplier B,Low Stock,2022/12/20
1727,Widget C,Furniture,Warehouse 2,Aisle 5,200.0,9.99,Supplier A,In Stock,2024/06/17
1896,Gadget X,Toys,Warehouse 2,Aisle 4,150.0,50.61,Supplier A,Out of Stock,2024-06-17 12:40:01.374181
1687,Gadget X,Clothing,Warehouse 1,Aisle 1,-50,28.08583858764187,Supplier B,in stock,2023-03-05 00:00:00.000000
1996,WIDGET B ,Furniture,Warehouse 3,Aisle 2,many,19.99,Supplier C,low stock,2022-12-20 00:00:00.000000
1427,Widget B,Electronics,Warehouse 2,Aisle 3,100.0,19.99,Supplier D,?,2022-12-20 00:00:00.000000
1452,Widget C,Electronics,Warehouse 1,Aisle 3,50.0,28.08583858764187,Supplier B,Low Stock,2024-06-17 12:40:01.374181
1343,Gadget Z,Electronics,Warehouse 3,Aisle 4,300.0,28.08583858764187,Supplier D,Out of Stock,25/04/2023
1763,Gadget Z,Clothing,Warehouse 1,Aisle 4,50.0,29.99,Supplier C,Low Stock,12-20-22
1421,Widget C,Electronics,Warehouse 3,Aisle 1,100.0,9.99,Supplier B,OUT OF STOCK,2022-12-20 00:00:00.000000
