Product ID,Product Name,Category,Warehouse,Location,Quantity,Price,Supplier,Status,Last Restocked
1962,Gadget Y,Clothing,Warehouse 2,Aisle 4,150.0,44.989999999999995,Supplier D,In Stock,2023-01-15 00:00:00.000000
1230,Widget B,Toys,Warehouse 1,Aisle 1,50.0,44.989999999999995,Supplier A,Discontinued,2022-12-20 00:00:00.000000
1038,Gadget Y,Toys,Warehouse 3,Aisle 2,50.0,29.99,Supplier D,In Stock,2022-12-20 00:00:00.000000
1912,Gadget Z,Toys,Warehouse 1,Aisle 3,161.40142517814726,44.989999999999995,Supplier C,In Stock,2023-01-15 00:00:00.000000
1690,Widget A,Toys,Warehouse 2,Aisle 2,150.0,9.99,Supplier B,Out of Stock,2022-12-20 00:00:00.000000
1732,Widget B,Toys,Warehouse 1,Unknown,150.0,19.99,Supplier B,Low Stock,2022-12-20 00:00:00.000000
1744,Gadget Z,Furniture,Warehouse 1,Aisle 1,150.0,29.99,Supplier D,In Stock,2023-03-05 00:00:00.000000
1635,Gadget X,Electronics,Warehouse 1,Aisle 1,150.0,29.99,Supplier A,Low Stock,2022-12-20 00:00:00.000000
1520,Gadget Y,Furniture,Warehouse 1,Aisle 8,150.0,19.99,Supplier B,In Stock,2022-12-20 00:00:00.000000
1102,Widget C,Electronics,Warehouse 3,Aisle 3,150.0,9.99,Supplier A,Low Stock,2024-06-17 12:40:01.374181
1783,Gadget Z,Electronics,Warehouse 1,Aisle 4,50.0,19.99,Supplier C,Out of Stock,2022-12-20 00:00:00.000000
1797,Widget B,Furniture,Warehouse 3,Aisle 1,100.0,44.989999999999995,Supplier C,Out of Stock,2023-04-25 00:00:00.000000
